variant_id,pair_id,category,sign,scenario,q_intentionality,q_blame,q_praise
prudential-13-good,13,nonmoral_prudential,good,Rita opened a food truck to make extra money. Rita did not care at all about the effect this would have on her own savings. Rita knew the venture would multiply her own savings.,Did Rita intentionally multiply her own savings?,"How blameworthy is Rita for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Rita for this, on a scale from 0 (not at all) to 10 (extremely)?"
procedural-13-bad,13,nonmoral_procedural,bad,Xavier wore his conference badge upside down as a joke. Xavier did not care at all about the effect this would have on the conference's uniform badge display. Xavier knew wearing it upside down would break the uniform badge display.,Did Xavier intentionally break the uniform badge display?,"How blameworthy is Xavier for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Xavier for this, on a scale from 0 (not at all) to 10 (extremely)?"
procedural-13-good,13,nonmoral_procedural,good,Yara wore her conference badge the standard way. Yara did not care at all about the effect this would have on the conference's uniform badge display. Yara knew wearing it the standard way would preserve the uniform badge display.,Did Yara intentionally preserve the uniform badge display?,"How blameworthy is Yara for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Yara for this, on a scale from 0 (not at all) to 10 (extremely)?"
moral-14-bad,14,moral,bad,Marta vacuumed to clean her floor. Marta did not care at all about the effect the vacuum would have on her dog. Marta knew her vacuuming would distress her dog.,Did Marta intentionally distress her dog?,"How blameworthy is Marta for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Marta for this, on a scale from 0 (not at all) to 10 (extremely)?"
moral-14-good,14,moral,good,Phil waxed his floor to make it shiny. Phil did not care at all about the effect the waxing would have on his cat. Phil knew his waxing would entertain his cat.,Did Phil intentionally entertain his cat?,"How blameworthy is Phil for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Phil for this, on a scale from 0 (not at all) to 10 (extremely)?"
prudential-14-bad,14,nonmoral_prudential,bad,Greg mowed the lawn to tidy the yard. Greg did not care at all about the effect the mowing would have on his own back. Greg knew mowing without stretching first would strain his own back.,Did Greg intentionally strain his own back?,"How blameworthy is Greg for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Greg for this, on a scale from 0 (not at all) to 10 (extremely)?"
prudential-14-good,14,nonmoral_prudential,good,Alicia mowed the lawn to tidy the yard. Alicia did not care at all about the effect the mowing would have on her own fitness. Alicia knew the mowing would improve her own fitness.,Did Alicia intentionally improve her own fitness?,"How blameworthy is Alicia for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Alicia for this, on a scale from 0 (not at all) to 10 (extremely)?"
procedural-14-bad,14,nonmoral_procedural,bad,Zane built his slides in a different template to save time. Zane did not care at all about the effect this would have on the team's uniform slide style. Zane knew the different template would break the team's uniform slide style.,Did Zane intentionally break the team's uniform slide style?,"How blameworthy is Zane for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Zane for this, on a scale from 0 (not at all) to 10 (extremely)?"
procedural-14-good,14,nonmoral_procedural,good,Abby built her slides in the team's standard template. Abby did not care at all about the effect this would have on the team's uniform slide style. Abby knew using the template would preserve the team's uniform slide style.,Did Abby intentionally preserve the team's uniform slide style?,"How blameworthy is Abby for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Abby for this, on a scale from 0 (not at all) to 10 (extremely)?"
moral-15-bad,15,moral,bad,"Jacob threw a party to be more popular. Jacob did not care at all about the effect this would have on his roommate, Curtis. Jacob knew his party would make Curtis fail the morning's exam.",Did Jacob intentionally make Curtis fail the morning's exam?,"How blameworthy is Jacob for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Jacob for this, on a scale from 0 (not at all) to 10 (extremely)?"
moral-15-good,15,moral,good,"Rachel threw a party to have fun. Rachel did not care at all about the effect this would have on her roommate, Jackie. Rachel knew her party would help Jackie make new friends.",Did Rachel intentionally help Jackie make new friends?,"How blameworthy is Rachel for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Rachel for this, on a scale from 0 (not at all) to 10 (extremely)?"
prudential-15-bad,15,nonmoral_prudential,bad,Leo threw a party to be more popular. Leo did not care at all about the effect the party would have on his own exam grade. Leo knew staying up late would tank his own exam grade.,Did Leo intentionally tank his own exam grade?,"How blameworthy is Leo for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Leo for this, on a scale from 0 (not at all) to 10 (extremely)?"
prudential-15-good,15,nonmoral_prudential,good,Maya threw a study party to have fun. Maya did not care at all about the effect the party would have on her own exam grade. Maya knew the group review would boost her own exam grade.,Did Maya intentionally boost her own exam grade?,"How blameworthy is Maya for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Maya for this, on a scale from 0 (not at all) to 10 (extremely)?"
procedural-15-bad,15,nonmoral_procedural,bad,Brian skipped the usual round of introductions to save time. Brian did not care at all about the effect this would have on the group's usual meeting opening. Brian knew skipping it would break the group's usual meeting opening.,Did Brian intentionally break the group's usual meeting opening?,"How blameworthy is Brian for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Brian for this, on a scale from 0 (not at all) to 10 (extremely)?"
procedural-15-good,15,nonmoral_procedural,good,Claire led the usual round of introductions. Claire did not care at all about the effect this would have on the group's usual meeting opening. Claire knew leading it would preserve the group's usual meeting opening.,Did Claire intentionally preserve the group's usual meeting opening?,"How blameworthy is Claire for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Claire for this, on a scale from 0 (not at all) to 10 (extremely)?"
moral-16-bad,16,moral,bad,Russell planted a tree to decorate his yard. Russell did not care at all about the effect the tree would have on his neighbor. Russell knew his tree would make his neighbor unhappy.,Did Russell intentionally make his neighbor unhappy?,"How blameworthy is Russell for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Russell for this, on a scale from 0 (not at all) to 10 (extremely)?"
moral-16-good,16,moral,good,Vicky planted a tree to have fruit in the fall. Vicky did not care at all about the effect the tree would have on her neighbor. Vicky knew her tree would make her neighbor happy.,Did Vicky intentionally make her neighbor happy?,"How blameworthy is Vicky for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Vicky for this, on a scale from 0 (not at all) to 10 (extremely)?"
prudential-16-bad,16,nonmoral_prudential,bad,Peter planted a large oak tree to decorate his yard. Peter did not care at all about the effect the tree would have on his own allergies. Peter knew the oak's pollen would worsen his own allergies.,Did Peter intentionally worsen his own allergies?,"How blameworthy is Peter for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Peter for this, on a scale from 0 (not at all) to 10 (extremely)?"
prudential-16-good,16,nonmoral_prudential,good,Lily planted a fruit tree to have apples in the fall. Lily did not care at all about the effect the tree would have on her own grocery bill. Lily knew the tree would lower her own grocery bill.,Did Lily intentionally lower her own grocery bill?,"How blameworthy is Lily for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Lily for this, on a scale from 0 (not at all) to 10 (extremely)?"
procedural-16-bad,16,nonmoral_procedural,bad,Dennis skipped his turn on the office plant watering rota. Dennis did not care at all about the effect this would have on the rota's usual schedule. Dennis knew skipping his turn would break the rota's usual schedule.,Did Dennis intentionally break the rota's usual schedule?,"How blameworthy is Dennis for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Dennis for this, on a scale from 0 (not at all) to 10 (extremely)?"
procedural-16-good,16,nonmoral_procedural,good,Emma took her turn on the office plant watering rota. Emma did not care at all about the effect this would have on the rota's usual schedule. Emma knew taking her turn would keep the rota's usual schedule.,Did Emma intentionally keep the rota's usual schedule?,"How blameworthy is Emma for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Emma for this, on a scale from 0 (not at all) to 10 (extremely)?"
moral-17-bad,17,moral,bad,Brenda cut spending at the animal shelter to increase her salary. Brenda did not care at all about the effect the cut would have on the shelter. Brenda knew cutting spending would cause a dog at the shelter to be put down.,Did Brenda intentionally cause the dog to be put down?,"How blameworthy is Brenda for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Brenda for this, on a scale from 0 (not at all) to 10 (extremely)?"
moral-17-good,17,moral,good,Billy cut spending at the homeless shelter to increase his pay. Billy did not care at all about the effect the cut would have on the shelter. Billy knew cutting spending would help the shelter run more efficiently.,Did Billy intentionally help the shelter run more efficiently?,"How blameworthy is Billy for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Billy for this, on a scale from 0 (not at all) to 10 (extremely)?"
prudential-17-bad,17,nonmoral_prudential,bad,Carl cut costs on his home office setup to save money. Carl did not care at all about the effect the cut would have on his own productivity. Carl knew the cheaper equipment would tank his own productivity.,Did Carl intentionally tank his own productivity?,"How blameworthy is Carl for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Carl for this, on a scale from 0 (not at all) to 10 (extremely)?"
prudential-17-good,17,nonmoral_prudential,good,Diane upgraded her home office setup to work better. Diane did not care at all about the effect the upgrade would have on her own productivity. Diane knew the new equipment would boost her own productivity.,Did Diane intentionally boost her own productivity?,"How blameworthy is Diane for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Diane for this, on a scale from 0 (not at all) to 10 (extremely)?"
procedural-17-bad,17,nonmoral_procedural,bad,Felix used the coffee machine out of the usual order to save a minute. Felix did not care at all about the effect this would have on the office's queue etiquette. Felix knew cutting in would break the office's queue etiquette.,Did Felix intentionally break the office's queue etiquette?,"How blameworthy is Felix for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Felix for this, on a scale from 0 (not at all) to 10 (extremely)?"
procedural-17-good,17,nonmoral_procedural,good,Gwen waited her turn at the coffee machine. Gwen did not care at all about the effect this would have on the office's queue etiquette. Gwen knew waiting would uphold the office's queue etiquette.,Did Gwen intentionally uphold the office's queue etiquette?,"How blameworthy is Gwen for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Gwen for this, on a scale from 0 (not at all) to 10 (extremely)?"
moral-18-bad,18,moral,bad,The Surgeon General implemented the policy to keep his position. He did not care at all about the effect the policy would have on rates of influenza. He knew his policy would increase rates of influenza.,Did the Surgeon General intentionally increase rates of influenza?,"How blameworthy is the Surgeon General for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the Surgeon General for this, on a scale from 0 (not at all) to 10 (extremely)?"
moral-18-good,18,moral,good,The Defense Secretary implemented the policy to remain politically popular. She did not care at all about the effect the policy would have on rates of deaths. She knew her policy would decrease deaths.,Did the Defense Secretary intentionally decrease deaths?,"How blameworthy is the Defense Secretary for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the Defense Secretary for this, on a scale from 0 (not at all) to 10 (extremely)?"
prudential-18-bad,18,nonmoral_prudential,bad,The manager skipped his annual physical to save time. The manager did not care at all about the effect skipping it would have on his own health. He knew skipping the physical would let his own high blood pressure go undetected.,Did the manager intentionally endanger his own health?,"How blameworthy is the manager for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the manager for this, on a scale from 0 (not at all) to 10 (extremely)?"
prudential-18-good,18,nonmoral_prudential,good,The manager scheduled his annual physical to stay on top of things. The manager did not care at all about the effect the appointment would have on his own health. He knew the physical would catch his own high blood pressure early.,Did the manager intentionally protect his own health?,"How blameworthy is the manager for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the manager for this, on a scale from 0 (not at all) to 10 (extremely)?"
procedural-18-bad,18,nonmoral_procedural,bad,Harold picked a book outside the club's usual genre. Harold did not care at all about the effect this would have on the club's usual reading tradition. Harold knew the pick would break the club's usual tradition.,Did Harold intentionally break the club's reading tradition?,"How blameworthy is Harold for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Harold for this, on a scale from 0 (not at all) to 10 (extremely)?"
procedural-18-good,18,nonmoral_procedural,good,Iris picked a book within the club's usual genre. Iris did not care at all about the effect this would have on the club's usual reading tradition. Iris knew the pick would continue the club's usual tradition.,Did Iris intentionally continue the club's reading tradition?,"How blameworthy is Iris for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Iris for this, on a scale from 0 (not at all) to 10 (extremely)?"
moral-19-bad,19,moral,bad,Carolyn enacted the plan to increase earnings. Carolyn did not care at all about the effect the plan would have on her employees. Carolyn knew her plan would make employees unhappy.,Did Carolyn intentionally make employees unhappy?,"How blameworthy is Carolyn for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Carolyn for this, on a scale from 0 (not at all) to 10 (extremely)?"
moral-19-good,19,moral,good,Christopher enacted the plan to increase earnings. Christopher did not care at all about the effect the plan would have on his employees. Christopher knew his plan would make employees happy.,Did Christopher intentionally make employees happy?,"How blameworthy is Christopher for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Christopher for this, on a scale from 0 (not at all) to 10 (extremely)?"
prudential-19-bad,19,nonmoral_prudential,bad,Angela switched to a new commute route to save gas money. Angela did not care at all about the effect the new route would have on her own stress levels. Angela knew the new route's traffic would spike her own stress levels.,Did Angela intentionally spike her own stress levels?,"How blameworthy is Angela for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Angela for this, on a scale from 0 (not at all) to 10 (extremely)?"
prudential-19-good,19,nonmoral_prudential,good,Frank switched to public transit to save gas money. Frank did not care at all about the effect the switch would have on his own stress levels. Frank knew the switch would lower his own stress levels.,Did Frank intentionally lower his own stress levels?,"How blameworthy is Frank for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Frank for this, on a scale from 0 (not at all) to 10 (extremely)?"
procedural-19-bad,19,nonmoral_procedural,bad,Jerome brought a store-bought dish instead of his assigned course to the potluck. Jerome did not care at all about the effect this would have on the potluck's usual balance of dishes. Jerome knew the swap would break the potluck's usual balance.,Did Jerome intentionally break the potluck's usual balance?,"How blameworthy is Jerome for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Jerome for this, on a scale from 0 (not at all) to 10 (extremely)?"
procedural-19-good,19,nonmoral_procedural,good,Kayla brought her assigned course to the potluck. Kayla did not care at all about the effect this would have on the potluck's usual balance of dishes. Kayla knew bringing it would preserve the potluck's usual balance.,Did Kayla intentionally preserve the potluck's usual balance?,"How blameworthy is Kayla for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Kayla for this, on a scale from 0 (not at all) to 10 (extremely)?"
moral-20-bad,20,moral,bad,Tina built a road to increase traffic to her country store. Tina did not care at all about the effect this would have on a nearby 1000-year-old tree. Tina knew her new road would cause the 1000-year-old tree to die.,Did Tina intentionally cause the 1000-year-old tree to die?,"How blameworthy is Tina for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Tina for this, on a scale from 0 (not at all) to 10 (extremely)?"
moral-20-good,20,moral,good,Ronald bought a trolley to increase visitors to his theme park. Ronald did not care at all about the effect this would have on a nearby monument. Ronald knew his new road would make the monument famous.,Did Ronald intentionally make the monument famous?,"How blameworthy is Ronald for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Ronald for this, on a scale from 0 (not at all) to 10 (extremely)?"
prudential-20-bad,20,nonmoral_prudential,bad,Howard added a swimming pool to raise his property's appeal. Howard did not care at all about the effect the pool would have on his own property taxes. Howard knew the pool would spike his own property taxes.,Did Howard intentionally spike his own property taxes?,"How blameworthy is Howard for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Howard for this, on a scale from 0 (not at all) to 10 (extremely)?"
prudential-20-good,20,nonmoral_prudential,good,Ellen added solar panels to raise her property's appeal. Ellen did not care at all about the effect the panels would have on her own utility bills. Ellen knew the panels would lower her own utility bills.,Did Ellen intentionally lower her own utility bills?,"How blameworthy is Ellen for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Ellen for this, on a scale from 0 (not at all) to 10 (extremely)?"
procedural-20-bad,20,nonmoral_procedural,bad,Louis wore casual sneakers to the client meeting. Louis did not care at all about the effect this would have on the office's dress code. Louis knew the sneakers would break the office's dress code.,Did Louis intentionally break the office's dress code?,"How blameworthy is Louis for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Louis for this, on a scale from 0 (not at all) to 10 (extremely)?"
procedural-20-good,20,nonmoral_procedural,good,Monica wore the standard business attire to the client meeting. Monica did not care at all about the effect this would have on the office's dress code. Monica knew the attire would uphold the office's dress code.,Did Monica intentionally uphold the office's dress code?,"How blameworthy is Monica for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Monica for this, on a scale from 0 (not at all) to 10 (extremely)?"
moral-21-bad,21,moral,bad,Jerry hunted animals to earn a living. Jerry did not care at all about the effect this would have on endangered reindeer. Jerry knew his hunting would cause the reindeer to become extinct.,Did Jerry intentionally cause the reindeer to become extinct?,"How blameworthy is Jerry for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Jerry for this, on a scale from 0 (not at all) to 10 (extremely)?"
moral-21-good,21,moral,good,Linda trapped animals to do research. Linda did not care at all about the effect this would have on endangered monkeys. Linda knew her trapping would save the monkeys from their predators.,Did Linda intentionally save the monkeys from their predators?,"How blameworthy is Linda for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Linda for this, on a scale from 0 (not at all) to 10 (extremely)?"
prudential-21-bad,21,nonmoral_prudential,bad,Victor went hiking off-trail to reach a viewpoint faster. Victor did not care at all about the effect the route would have on his own safety. Victor knew the off-trail route would risk his own safety on the loose rocks.,Did Victor intentionally risk his own safety?,"How blameworthy is Victor for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Victor for this, on a scale from 0 (not at all) to 10 (extremely)?"
prudential-21-good,21,nonmoral_prudential,good,Paula went hiking on a marked trail to reach a viewpoint safely. Paula did not care at all about the effect the route would have on her own fitness. Paula knew the longer trail would improve her own fitness.,Did Paula intentionally improve her own fitness?,"How blameworthy is Paula for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Paula for this, on a scale from 0 (not at all) to 10 (extremely)?"
procedural-21-bad,21,nonmoral_procedural,bad,Nolan cut ahead in the elevator queue to save time. Nolan did not care at all about the effect this would have on the building's queue etiquette. Nolan knew cutting ahead would break the building's queue etiquette.,Did Nolan intentionally break the building's queue etiquette?,"How blameworthy is Nolan for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Nolan for this, on a scale from 0 (not at all) to 10 (extremely)?"
procedural-21-good,21,nonmoral_procedural,good,Paige waited her turn in the elevator queue. Paige did not care at all about the effect this would have on the building's queue etiquette. Paige knew waiting would uphold the building's queue etiquette.,Did Paige intentionally uphold the building's queue etiquette?,"How blameworthy is Paige for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Paige for this, on a scale from 0 (not at all) to 10 (extremely)?"
moral-22-bad,22,moral,bad,Irene decided to induce labor to reduce her pregnancy pains. Irene did not care at all about the effect this would have on her baby's health. Irene knew inducing labor would be bad for her baby's health.,Did Irene intentionally worsen her baby's health?,"How blameworthy is Irene for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Irene for this, on a scale from 0 (not at all) to 10 (extremely)?"
moral-22-good,22,moral,good,Holly decided to induce labor to get her pregnancy over with. Holly did not care at all about the effect this would have on her baby's health. Holly knew inducing labor would improve her baby's health.,Did Holly intentionally improve the health for her baby?,"How blameworthy is Holly for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Holly for this, on a scale from 0 (not at all) to 10 (extremely)?"
prudential-22-bad,22,nonmoral_prudential,bad,Renee stopped taking her prescribed medication to save money. Renee did not care at all about the effect this would have on her own health. Renee knew stopping the medication would worsen her own condition.,Did Renee intentionally worsen her own health?,"How blameworthy is Renee for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Renee for this, on a scale from 0 (not at all) to 10 (extremely)?"
prudential-22-good,22,nonmoral_prudential,good,Simon started taking a prescribed medication to feel better. Simon did not care at all about the effect this would have on his own health. Simon knew starting the medication would improve his own condition.,Did Simon intentionally improve his own health?,"How blameworthy is Simon for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Simon for this, on a scale from 0 (not at all) to 10 (extremely)?"
procedural-22-bad,22,nonmoral_procedural,bad,Quentin left his calendar events uncolored to save time. Quentin did not care at all about the effect this would have on the team's color-coding convention. Quentin knew leaving them blank would break the team's color-coding convention.,Did Quentin intentionally break the team's color-coding convention?,"How blameworthy is Quentin for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Quentin for this, on a scale from 0 (not at all) to 10 (extremely)?"
procedural-22-good,22,nonmoral_procedural,good,Rosa color-coded her calendar events as usual. Rosa did not care at all about the effect this would have on the team's color-coding convention. Rosa knew coloring them would preserve the team's color-coding convention.,Did Rosa intentionally preserve the team's color-coding convention?,"How blameworthy is Rosa for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Rosa for this, on a scale from 0 (not at all) to 10 (extremely)?"
moral-23-bad,23,moral,bad,Eugene screams during a tennis match to express his excitement. Eugene did not care at all about the effect this would have on the tennis player. Eugene knew his yelling would cause the tennis player to lose.,Did Eugene intentionally cause the tennis player to lose?,"How blameworthy is Eugene for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Eugene for this, on a scale from 0 (not at all) to 10 (extremely)?"
moral-23-good,23,moral,good,Margaret yells out during a golf tournament to express her excitement. Margaret did not care at all about the effect the yelling would have on the golfer. Margaret knew her yelling would cause golfer to win.,Did Margaret intentionally cause the golfer to win?,"How blameworthy is Margaret for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Margaret for this, on a scale from 0 (not at all) to 10 (extremely)?"
prudential-23-bad,23,nonmoral_prudential,bad,Trevor stayed up late gaming the night before his game. Trevor did not care at all about the effect this would have on his own performance. Trevor knew staying up late would tank his own performance the next day.,Did Trevor intentionally tank his own performance?,"How blameworthy is Trevor for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Trevor for this, on a scale from 0 (not at all) to 10 (extremely)?"
prudential-23-good,23,nonmoral_prudential,good,Isabel went to bed early the night before her game. Isabel did not care at all about the effect this would have on her own performance. Isabel knew the extra sleep would boost her own performance the next day.,Did Isabel intentionally boost her own performance?,"How blameworthy is Isabel for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Isabel for this, on a scale from 0 (not at all) to 10 (extremely)?"
procedural-23-bad,23,nonmoral_procedural,bad,Simon adjusted the shared thermostat to his own preference. Simon did not care at all about the effect this would have on the floor's usual thermostat setting. Simon knew adjusting it would break the floor's usual setting.,Did Simon intentionally break the floor's usual thermostat setting?,"How blameworthy is Simon for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Simon for this, on a scale from 0 (not at all) to 10 (extremely)?"
procedural-23-good,23,nonmoral_procedural,good,Tara left the shared thermostat at its usual setting. Tara did not care at all about the effect this would have on the floor's usual thermostat setting. Tara knew leaving it would preserve the floor's usual setting.,Did Tara intentionally preserve the floor's usual thermostat setting?,"How blameworthy is Tara for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Tara for this, on a scale from 0 (not at all) to 10 (extremely)?"
moral-24-bad,24,moral,bad,Rebecca protests in support of political prisoners to get on TV. Rebecca did not care at all about the effect her protests would have on the prisoners. Rebecca knew her protests would cause the execution of the political prisoners.,Did Rebecca intentionally cause the execution of the political prisoners?,"How blameworthy is Rebecca for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Rebecca for this, on a scale from 0 (not at all) to 10 (extremely)?"
moral-24-good,24,moral,good,Sean protests in support of the death row inmate to get onto newspapers. Sean did not care at all about the effect this would have on the death row inmate. Sean knew his protests would cause the release of the death row inmate.,Did Sean intentionally cause the release of the death row inmate?,"How blameworthy is Sean for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Sean for this, on a scale from 0 (not at all) to 10 (extremely)?"
prudential-24-bad,24,nonmoral_prudential,bad,Grace posted a controversial opinion online to get attention. Grace did not care at all about the effect the post would have on her own job. Grace knew the post would get her own job terminated.,Did Grace intentionally get herself fired?,"How blameworthy is Grace for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Grace for this, on a scale from 0 (not at all) to 10 (extremely)?"
prudential-24-good,24,nonmoral_prudential,good,Adam posted a well-researched article online to get attention. Adam did not care at all about the effect the post would have on his own job. Adam knew the post would earn him his own promotion.,Did Adam intentionally earn his own promotion?,"How blameworthy is Adam for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Adam for this, on a scale from 0 (not at all) to 10 (extremely)?"
procedural-24-bad,24,nonmoral_procedural,bad,Ulysses renamed the team's shared project channel as a joke. Ulysses did not care at all about the effect this would have on the team's usual naming convention. Ulysses knew the joke name would break the team's naming convention.,Did Ulysses intentionally break the team's naming convention?,"How blameworthy is Ulysses for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Ulysses for this, on a scale from 0 (not at all) to 10 (extremely)?"
procedural-24-good,24,nonmoral_procedural,good,Vera kept the team's shared project channel under its usual name. Vera did not care at all about the effect this would have on the team's usual naming convention. Vera knew keeping the name would preserve the team's naming convention.,Did Vera intentionally preserve the team's naming convention?,"How blameworthy is Vera for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Vera for this, on a scale from 0 (not at all) to 10 (extremely)?"
moral-25-bad,25,moral,bad,Curtis released the documents to gain publicity. Curtis did not care at all about the effect this would have on his friend's reputation. Curtis knew the documents would ruin his friend's reputation.,Did Curtis intentionally ruin his friend's reputation?,"How blameworthy is Curtis for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Curtis for this, on a scale from 0 (not at all) to 10 (extremely)?"
moral-25-good,25,moral,good,Lori released the photos to gain news coverage. Lori did not care at all about the effect this would have on her boss’s reputation. Lori knew the photos would redeem her boss’s reputation.,Did Lori intentionally redeem her boss’s reputation?,"How blameworthy is Lori for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Lori for this, on a scale from 0 (not at all) to 10 (extremely)?"
prudential-25-bad,25,nonmoral_prudential,bad,Justin posted an unedited video to gain views. Justin did not care at all about the effect the video would have on his own reputation. Justin knew the video would ruin his own reputation.,Did Justin intentionally ruin his own reputation?,"How blameworthy is Justin for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Justin for this, on a scale from 0 (not at all) to 10 (extremely)?"
prudential-25-good,25,nonmoral_prudential,good,Nina posted a polished video to gain views. Nina did not care at all about the effect the video would have on her own reputation. Nina knew the video would boost her own reputation.,Did Nina intentionally boost her own reputation?,"How blameworthy is Nina for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Nina for this, on a scale from 0 (not at all) to 10 (extremely)?"
procedural-25-bad,25,nonmoral_procedural,bad,Walter took the conference room without checking the booking calendar. Walter did not care at all about the effect this would have on the office's booking etiquette. Walter knew skipping the check would break the office's booking etiquette.,Did Walter intentionally break the office's booking etiquette?,"How blameworthy is Walter for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Walter for this, on a scale from 0 (not at all) to 10 (extremely)?"
procedural-25-good,25,nonmoral_procedural,good,Xena checked the booking calendar before taking the conference room. Xena did not care at all about the effect this would have on the office's booking etiquette. Xena knew checking would uphold the office's booking etiquette.,Did Xena intentionally uphold the office's booking etiquette?,"How blameworthy is Xena for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Xena for this, on a scale from 0 (not at all) to 10 (extremely)?"
moral-26-bad,26,moral,bad,Clara enacted the new lunch plan to cut costs. Clara did not care at all about the effect this would have on the health of school children. Clara knew her new lunch plan would harm the health of school children.,Did Clara intentionally harm the health of the school children?,"How blameworthy is Clara for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Clara for this, on a scale from 0 (not at all) to 10 (extremely)?"
